user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
kelseyspencer,T%Q7Zi!mR1,Exclusive asynchronous open system,Strategy,"Wilkinson, Bryan and Matthews",mmo,Level 26,4757,False,Achiev_8,491
vhampton,L6OZtJqV$1,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 29,4127,True,Achiev_58,165
egarcia,^F7Kw^Ehh5,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 30,3181,False,Achiev_41,233
william95,$6Dd5oR)aw,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 50,2055,False,Achiev_93,32
kelseyspencer,T%Q7Zi!mR1,Secured homogeneous knowledgebase,Action,"Preston, Thornton and Morgan",singleplayer,Level 14,884,False,Achiev_60,114
davidrodriguez,FU_sO99o9#,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 19,4756,True,Achiev_95,97
fclay,gK%g7LbF7g,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 13,210,False,Achiev_23,240
george35,1Mf2Z@vti@,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 14,1137,False,Achiev_39,465
mikegarza,_4J9MadiFn,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 34,3619,True,Achiev_86,248
hendersonsteve,R_f35BjS!o,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 14,2812,False,Achiev_32,453
markjohns,L2lF8GOo&h,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 3,2230,False,Achiev_52,168
egarcia,^F7Kw^Ehh5,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 42,2680,True,Achiev_86,222
marthayoung,!z6MQ2Nq$s,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 25,1577,False,Achiev_98,457
palmeranthony,6m!A9Q@p&S,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 31,736,True,Achiev_79,171
vhampton,L6OZtJqV$1,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 51,3029,False,Achiev_24,35
kevinsimpson,u4weQ1e7$W,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 2,1374,False,Achiev_5,412
george51,ED7TdW@aw(,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 3,4189,False,Achiev_57,296
jesuspeters,$6EB$!+H9g,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 15,3536,True,Achiev_24,126
taraortega,)^0b+L6ePw,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 31,3115,True,Achiev_12,103
cmyers,Rwr6Nbcx@I,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 57,1250,False,Achiev_20,355
fclay,gK%g7LbF7g,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 7,3920,True,Achiev_57,42
clinton20,l8h0ULaZ&q,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 37,4360,False,Achiev_15,411
rachelbarajas,)obPASpy*1,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 22,578,True,Achiev_96,103
markjohns,L2lF8GOo&h,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 19,541,True,Achiev_30,98
arthurcollier,^b17iOkIKg,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 6,1448,True,Achiev_11,160
brooke54,5ucFWrQ4_6,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 2,4372,False,Achiev_88,363
mullenjonathan,+JBjh)XM@1,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 48,4381,True,Achiev_61,277
vharris,L)*@0Alec),Optional mobile system engine,RPG,Allen-Hill,mmo,Level 26,3826,False,Achiev_37,396
mullenjonathan,+JBjh)XM@1,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 54,3839,False,Achiev_93,499
kristopher70,^7Hvrnr(2T,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 60,2506,False,Achiev_37,461
allensimmons,)e94YMFwB&,Secured homogeneous knowledgebase,Action,"Preston, Thornton and Morgan",singleplayer,Level 47,3469,False,Achiev_72,175
kaylamiller,*sLT1+Iv#k,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 34,4202,True,Achiev_7,298
arthurcollier,^b17iOkIKg,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 22,4382,False,Achiev_62,283
bryancruz,yxK4wKTba+,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 25,4221,True,Achiev_96,332
taylordonna,*Ocy@KqG59,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 18,946,False,Achiev_68,125
wjones,8sW8xOpw%7,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 19,2204,True,Achiev_82,236
briangreen,ZxSO9Ehy^5,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 50,361,False,Achiev_47,467
summersmorgan,^kU0_WfX5^,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 6,3563,False,Achiev_98,432
taraortega,)^0b+L6ePw,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 49,3245,False,Achiev_6,399
brendahall,HV)0gL)biM,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 27,4121,False,Achiev_90,79
alfred30,7IpRMmfY*b,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 46,3178,False,Achiev_29,57
gfrey,kw8IRaRxl!,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 46,2942,False,Achiev_98,245
george35,1Mf2Z@vti@,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 57,2684,False,Achiev_91,284
pcole,FkTca$2+_2,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 36,3319,False,Achiev_60,262
heather25,M@94LR6u3#,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 12,3005,False,Achiev_80,69
kimmills,M&1EUW8eNP,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 11,4569,True,Achiev_41,259
pwhite,95I8uUza#u,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 28,2760,False,Achiev_88,233
mward,(B7gJrGDg@,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 53,2530,True,Achiev_65,59
kaylamiller,*sLT1+Iv#k,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 44,433,True,Achiev_65,274
bethharrison,1BVBt9jp&w,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 55,3630,False,Achiev_32,416
edwardsjason,9vOg9Aefl),Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 51,3347,False,Achiev_84,333
edwardskatherine,@d8GiMFzNJ,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 47,4104,True,Achiev_43,299
dean50,)O9DbvAGA!,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 57,4192,False,Achiev_12,355
avilajesus,6sBoAJxQ(m,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 13,3960,False,Achiev_57,341
fclay,gK%g7LbF7g,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 44,473,False,Achiev_37,14
dean50,)O9DbvAGA!,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 52,1606,True,Achiev_35,410
dennisjason,M)1z3AMz!m,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 32,2002,False,Achiev_46,347
mward,(B7gJrGDg@,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 10,3508,False,Achiev_84,119
jorgemanning,7E#SlyW5%+,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 31,1775,True,Achiev_61,31
bethharrison,1BVBt9jp&w,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 50,939,True,Achiev_29,142
arthurcollier,^b17iOkIKg,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 46,36,False,Achiev_19,345
vhampton,L6OZtJqV$1,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 21,103,False,Achiev_34,134
avilajesus,6sBoAJxQ(m,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 45,4037,False,Achiev_36,401
qmcintosh,_1R0YX2N5a,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 38,394,True,Achiev_55,410
qbuck,%ZFBfFst$3,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 17,4816,True,Achiev_11,76
xanderson,zd3nU)mjn@,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 27,1845,False,Achiev_23,68
vhampton,L6OZtJqV$1,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 31,3312,False,Achiev_74,338
fclay,gK%g7LbF7g,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 1,3692,True,Achiev_84,27
stephanie99,lNQ8F*txM@,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 13,3689,False,Achiev_35,22
michaelnelson,!o8El8aMNT,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 54,4723,False,Achiev_56,433
palmeranthony,6m!A9Q@p&S,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 14,1058,True,Achiev_10,219
xanderson,zd3nU)mjn@,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 55,4924,True,Achiev_92,218
timothyfisher,)x1HilFSS9,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 48,3570,False,Achiev_48,85
edwardskatherine,@d8GiMFzNJ,Up-sized systematic application,RPG,Lutz PLC,mmo,Level 21,3998,True,Achiev_61,306
sanchezangela,$8)pUqza3L,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 18,1522,True,Achiev_39,43
landryjessica,))MUa39&1g,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 51,441,True,Achiev_36,110
george35,1Mf2Z@vti@,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 26,2264,False,Achiev_99,47
kelseyspencer,T%Q7Zi!mR1,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 34,4630,True,Achiev_50,53
bryancruz,yxK4wKTba+,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 7,4755,True,Achiev_41,31
lsanchez,kH5YexUp)_,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 51,1366,True,Achiev_77,383
mullenjonathan,+JBjh)XM@1,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 15,665,True,Achiev_7,455
summersmorgan,^kU0_WfX5^,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 18,4543,True,Achiev_83,104
fclay,gK%g7LbF7g,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 50,2099,True,Achiev_86,471
taylordonna,*Ocy@KqG59,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 28,888,True,Achiev_75,477
timothyfisher,)x1HilFSS9,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 39,4856,True,Achiev_66,364
wjones,8sW8xOpw%7,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 22,2589,False,Achiev_50,125
xthomas,uC4RnIPj3*,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 35,204,False,Achiev_48,402
mward,(B7gJrGDg@,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 28,2208,True,Achiev_46,474
brittanyli,B^0CvlY08A,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 12,3283,False,Achiev_94,400
davidrodriguez,FU_sO99o9#,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 21,4179,False,Achiev_27,389
ngraham,lx6LKb&1)4,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 4,2355,True,Achiev_64,449
taraortega,)^0b+L6ePw,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 39,878,True,Achiev_51,25
mullenjonathan,+JBjh)XM@1,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 9,2077,False,Achiev_44,156
mullenjonathan,+JBjh)XM@1,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 54,378,True,Achiev_35,219
xthomas,uC4RnIPj3*,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 35,2753,False,Achiev_38,263
michael92,f$m#0RGf6L,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 58,1748,True,Achiev_66,420
robertkemp,H6Dd9z@L&7,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 5,649,False,Achiev_22,326
mullenjonathan,+JBjh)XM@1,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 49,4202,True,Achiev_46,134
pcole,FkTca$2+_2,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 58,3806,True,Achiev_41,353
loripeterson,@7I)_pyC8R,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 12,1230,False,Achiev_22,259
christinewilliams,0%5&(CJhx@,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 44,3195,True,Achiev_29,89
markjohns,L2lF8GOo&h,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 38,1545,True,Achiev_11,68
kevinsimpson,u4weQ1e7$W,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 13,4442,False,Achiev_8,42
danielle67,rz4HlfR!!A,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 33,4739,False,Achiev_90,450
dennisjason,M)1z3AMz!m,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 31,4240,False,Achiev_19,252
qbuck,%ZFBfFst$3,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 2,1257,True,Achiev_32,185
lsanchez,kH5YexUp)_,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 42,3463,True,Achiev_8,300
rachelbarajas,)obPASpy*1,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 7,1967,True,Achiev_35,306
brooke54,5ucFWrQ4_6,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 47,3182,True,Achiev_75,113
brandiflynn,^5#KJ1enW3,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 54,4565,False,Achiev_12,196
michaelnelson,!o8El8aMNT,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 53,3468,True,Achiev_56,194
xanderson,zd3nU)mjn@,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 21,3030,True,Achiev_94,246
gabriella87,^Og5U0Fp_o,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 29,3807,True,Achiev_21,288
kristopher70,^7Hvrnr(2T,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 50,3496,False,Achiev_11,170
christensenmatthew,*aQpzGS33y,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 3,2881,False,Achiev_97,272
torressusan,!$7Qw3Ujc3,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 23,245,True,Achiev_95,291
palmeranthony,6m!A9Q@p&S,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 11,3896,True,Achiev_52,348
marthayoung,!z6MQ2Nq$s,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 39,412,True,Achiev_37,174
lindsayhayes,6$&37Eek1(,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 18,1504,False,Achiev_23,262
gfrey,kw8IRaRxl!,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 28,1037,False,Achiev_90,54
jreed,)HR7MHwgRC,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 8,4805,True,Achiev_3,302
allensimmons,)e94YMFwB&,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 58,3533,True,Achiev_73,420
daniel20,)gglTM1b#8,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 38,897,True,Achiev_20,136
cmyers,Rwr6Nbcx@I,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 24,4799,True,Achiev_8,492
vharris,L)*@0Alec),Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 3,99,False,Achiev_11,362
clinton20,l8h0ULaZ&q,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 9,2469,False,Achiev_40,488
torressusan,!$7Qw3Ujc3,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 32,3745,True,Achiev_87,471
pweaver,L3o#Dh6Q@K,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 8,3543,True,Achiev_59,277
allensimmons,)e94YMFwB&,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 16,3198,False,Achiev_27,467
brandi76,r6^2C@iiqC,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 47,4498,False,Achiev_43,232
chris09,tr1&AOed)M,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 24,1378,True,Achiev_82,306
egarcia,^F7Kw^Ehh5,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 21,2764,False,Achiev_100,111
kimmills,M&1EUW8eNP,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 29,3195,False,Achiev_75,387
daniel20,)gglTM1b#8,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 2,4473,False,Achiev_3,12
pcole,FkTca$2+_2,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 54,1828,False,Achiev_17,390
egarcia,^F7Kw^Ehh5,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 45,3234,True,Achiev_19,201
alfred30,7IpRMmfY*b,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 49,1785,True,Achiev_1,339
brandiflynn,^5#KJ1enW3,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 39,1479,False,Achiev_90,246
egarcia,^F7Kw^Ehh5,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 26,4442,False,Achiev_73,133
shelby36,#btD%MM9S@,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 60,1124,True,Achiev_80,129
george51,ED7TdW@aw(,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 57,185,True,Achiev_42,367
hendersonsteve,R_f35BjS!o,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 1,2268,True,Achiev_20,263
garybecker,KS9Pem#^+N,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 48,4033,False,Achiev_67,43
brandiflynn,^5#KJ1enW3,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 1,4715,True,Achiev_11,191
summersmorgan,^kU0_WfX5^,Triple-buffered content-based approach,Simulation,Morgan-Foster,singleplayer,Level 22,350,False,Achiev_31,115
cmyers,Rwr6Nbcx@I,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 13,1995,False,Achiev_35,217
vharris,L)*@0Alec),Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 26,2627,True,Achiev_1,155
craig20,!a9O)+_Rq(,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 5,4575,True,Achiev_56,402
heather25,M@94LR6u3#,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 59,2052,False,Achiev_76,467
michaelbennett,68uyxgMa%+,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 29,1172,True,Achiev_90,36
kristopher70,^7Hvrnr(2T,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 53,4088,True,Achiev_78,309
torressusan,!$7Qw3Ujc3,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 27,4935,True,Achiev_91,443
william95,$6Dd5oR)aw,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 18,3302,True,Achiev_54,386
vharris,L)*@0Alec),Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 46,3105,False,Achiev_73,166
michaelbennett,68uyxgMa%+,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 49,2439,True,Achiev_49,196
egarcia,^F7Kw^Ehh5,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 56,1097,True,Achiev_78,308
qmcintosh,_1R0YX2N5a,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 5,30,True,Achiev_89,182
pwhite,95I8uUza#u,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 49,4190,False,Achiev_76,256
stephanie99,lNQ8F*txM@,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 4,2758,True,Achiev_99,404
chelsea79,B665mJuzr$,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 43,3932,True,Achiev_53,233
bowmanjeffrey,3i*2TqUz%b,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 27,748,False,Achiev_39,368
brandi76,r6^2C@iiqC,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 29,437,False,Achiev_89,162
dennisjason,M)1z3AMz!m,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 49,4889,True,Achiev_50,400
brooke54,5ucFWrQ4_6,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 14,4234,True,Achiev_92,196
loripeterson,@7I)_pyC8R,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 17,2112,True,Achiev_64,125
edwardsjason,9vOg9Aefl),Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 57,2719,True,Achiev_71,384
tracymiranda,^6qeG2mGmK,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 20,1391,False,Achiev_38,31
robertkemp,H6Dd9z@L&7,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 1,4740,False,Achiev_9,437
kaylamiller,*sLT1+Iv#k,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 14,1353,True,Achiev_83,345
michaelnelson,!o8El8aMNT,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 44,3627,False,Achiev_43,274
william95,$6Dd5oR)aw,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 38,428,True,Achiev_85,274
allensimmons,)e94YMFwB&,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 51,1625,False,Achiev_41,365
rogerfox,!K0wLQmcK#,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 46,3656,False,Achiev_14,150
jjones,_1WhHwmyN2,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 17,1133,True,Achiev_46,410
lovediamond,$8^DnX$q1C,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 2,3611,True,Achiev_59,394
sanchezangela,$8)pUqza3L,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 16,1837,True,Achiev_2,401
iwatkins,$eWMveuJP7,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 24,3934,True,Achiev_19,277
tracymiranda,^6qeG2mGmK,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 6,4647,False,Achiev_58,447
jason77,y0LzcQqB+B,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 28,600,False,Achiev_50,52
jasonwest,uub)$Tyw^4,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 46,2124,False,Achiev_71,233
christinewilliams,0%5&(CJhx@,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 29,2763,False,Achiev_11,297
blackkirsten,186ZSzsf)!,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 1,365,True,Achiev_71,448
alyssa80,N+8&rwV!eo,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 47,42,False,Achiev_30,14
michaelnelson,!o8El8aMNT,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 56,3092,False,Achiev_7,215
pcole,FkTca$2+_2,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 24,274,True,Achiev_9,297
diane33,n5u%eRQ$+T,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 12,4101,True,Achiev_59,464
vhampton,L6OZtJqV$1,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 5,959,False,Achiev_64,297
jesuspeters,$6EB$!+H9g,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 46,1567,False,Achiev_18,306
mward,(B7gJrGDg@,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 36,3104,True,Achiev_74,499
bill46,^Z6HlJe5F^,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 32,2922,False,Achiev_23,209
william95,$6Dd5oR)aw,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 30,2741,False,Achiev_91,446
timothyfisher,)x1HilFSS9,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 1,1644,True,Achiev_85,225
kristopher70,^7Hvrnr(2T,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 8,689,False,Achiev_73,337
bethharrison,1BVBt9jp&w,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 44,1864,False,Achiev_76,366
jasonwest,uub)$Tyw^4,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 27,2481,False,Achiev_28,339
landryjessica,))MUa39&1g,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 33,2594,True,Achiev_14,308
rachelbarajas,)obPASpy*1,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 21,4505,True,Achiev_58,387
davidrodriguez,FU_sO99o9#,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 48,1419,False,Achiev_1,409
jorgemanning,7E#SlyW5%+,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 9,2945,False,Achiev_92,26
daniel20,)gglTM1b#8,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 24,2621,False,Achiev_78,228
michaelnelson,!o8El8aMNT,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 60,2536,True,Achiev_88,133
loripeterson,@7I)_pyC8R,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 22,1691,False,Achiev_45,274
